76146,Leon,Benbow,Leon Benbow,"Benbow, Leon",L. Benbow,leon-benbow,1950-07-23 00:00:00,Jacksonville,USA,Jacksonville/USA,6-4,185,2.0,5,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_leon_benbow,1974.0,1975.0,N,Y,Y,1974,2,27,N
1627733,Dragan,Bender,Dragan Bender,"Bender, Dragan",D. Bender,dragan-bender,1997-11-17 00:00:00,Maccabi Tel Aviv,Croatia,Maccabi Tel Aviv/Croatia,7-0,249,4.0,,Forward,Inactive,N,0,,,,,dragan_bender,2016.0,2019.0,Y,Y,Y,2016,1,4,N
1886,Jonathan,Bender,Jonathan Bender,"Bender, Jonathan",J. Bender,jonathan-bender,1981-01-30 00:00:00,Picayune HS (MS),USA,Picayune HS (MS)/USA,7-0,230,9.0,9,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,jonathan_bender,1999.0,2009.0,N,Y,Y,1999,1,5,N
203968,Jerrelle,Benimon,Jerrelle Benimon,"Benimon, Jerrelle",J. Benimon,jerrelle-benimon,1991-08-01 00:00:00,Towson,USA,Towson/USA,,,1.0,,,Inactive,N,0,,,,,jerrelle_benimon,2014.0,2014.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
104,Benoit,Benjamin,Benoit Benjamin,"Benjamin, Benoit",B. Benjamin,benoit-benjamin,1964-11-22 00:00:00,Creighton,USA,Creighton/USA,7-0,250,15.0,,Center,Inactive,N,0,,,,,benoit_benjamin,1985.0,1999.0,N,Y,Y,1985,1,3,N
1736,Corey,Benjamin,Corey Benjamin,"Benjamin, Corey",C. Benjamin,corey-benjamin,1978-02-24 00:00:00,Oregon State,USA,Oregon State/USA,6-6,200,5.0,,Guard,Inactive,N,0,,,,,corey_benjamin,1998.0,2002.0,N,Y,Y,1998,1,28,N
203461,Anthony,Bennett,Anthony Bennett,"Bennett, Anthony",A. Bennett,anthony-bennett,1993-03-14 00:00:00,UNLV,Canada,UNLV/Canada,6-8,235,5.0,,Forward,Inactive,N,0,,,,,anthony_bennett,2013.0,2016.0,Y,Y,Y,2013,1,1,N
1120,Elmer,Bennett,Elmer Bennett,"Bennett, Elmer",E. Bennett,elmer-bennett,1970-02-13 00:00:00,Notre Dame,USA,Notre Dame/USA,6-0,170,3.0,,Guard,Inactive,N,0,,,,,elmer_bennett,1994.0,1996.0,N,Y,Y,1992,2,38,N
712,Mario,Bennett,Mario Bennett,"Bennett, Mario",M. Bennett,mario-bennett,1973-08-01 00:00:00,Arizona State,USA,Arizona State/USA,6-9,235,5.0,24,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,mario_bennett,1995.0,2002.0,N,Y,Y,1995,1,27,N
76148,Tony,Bennett,Tony Bennett,"Bennett, Tony",T. Bennett,tony-bennett,1969-06-01 00:00:00,Wisconsin-Green Bay,USA,Wisconsin-Green Bay/USA,6-0,175,3.0,25,Guard,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,HISTADD_tony_bennett,1992.0,1994.0,N,Y,Y,1992,2,35,N
76152,Winston,Bennett,Winston Bennett,"Bennett, Winston",W. Bennett,winston-bennett,1965-02-09 00:00:00,Kentucky,USA,Kentucky/USA,6-7,210,3.0,30,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_winston_bennett,1989.0,1991.0,N,Y,Y,1988,3,64,N
128,David,Benoit,David Benoit,"Benoit, David",D. Benoit,david-benoit,1968-05-09 00:00:00,Alabama,USA,Alabama/USA,6-8,220,7.0,21,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,david_benoit,1991.0,2000.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
202728,Keith,Benson,Keith Benson,"Benson, Keith",K. Benson,keith-benson,1988-08-13 00:00:00,Oakland,USA,Oakland/USA,6-11,230,2.0,,Forward-Center,Inactive,N,0,,,,,keith_benson,2011.0,2011.0,Y,Y,Y,2011,2,48,N
76154,Kent,Benson,Kent Benson,"Benson, Kent",K. Benson,kent-benson,1954-12-27 00:00:00,Indiana,USA,Indiana/USA,6-11,235,11.0,54,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_kent_benson,1977.0,1987.0,N,Y,Y,1977,1,1,N
1627791,Ben,Bentil,Ben Bentil,"Bentil, Ben",B. Bentil,ben-bentil,1995-03-29 00:00:00,Providence,Ghana,Providence/Ghana,6-9,235,1.0,,Forward,Inactive,N,0,,,,,ben_bentil,2016.0,2016.0,Y,Y,Y,2016,2,51,N
76155,Gene,Berce,Gene Berce,"Berce, Gene",G. Berce,gene-berce,1926-11-22 00:00:00,Marquette,USA,Marquette/USA,5-11,175,1.0,,Guard,Inactive,N,1610612737,Blackhawks,TCB,hawks,Tri-Cities,HISTADD_gene_berce,1949.0,1949.0,N,Y,Y,1948,,,N
76156,Gary,Bergen,Gary Bergen,"Bergen, Gary",G. Bergen,gary-bergen,1932-07-16 00:00:00,Utah,USA,Utah/USA,6-8,210,1.0,18,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_gary_bergen,1956.0,1956.0,N,Y,Y,1956,,,N
1631262,Jules,Bernard,Jules Bernard,"Bernard, Jules",J. Bernard,jules-bernard,2000-01-21 00:00:00,UCLA,USA,UCLA/USA,,,0.0,,,Inactive,N,0,,,,,jules_bernard,,,Y,N,Y,Undrafted,Undrafted,Undrafted,N
76157,Ricky,Berry,Ricky Berry,"Berry, Ricky",R. Berry,ricky-berry,1964-10-06 00:00:00,San Jose State,USA,San Jose State/USA,6-8,205,1.0,34,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADD_ricky_berry,1988.0,1988.0,N,Y,Y,1988,1,18,N
76158,Walter,Berry,Walter Berry,"Berry, Walter",W. Berry,walter-berry,1964-05-14 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-8,215,3.0,6,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_walter_berry,1986.0,1988.0,N,Y,Y,1986,1,14,N
1629541,Dairis,Bertans,Dairis Bertans,"Bertans, Dairis",D. Bertans,dairis-bertans,1989-09-09 00:00:00,Olimpia Milano,Latvia,Olimpia Milano/Latvia,6-4,200,2.0,9,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,tmp_dairis_bertans,2018.0,2018.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
202722,Davis,Bertans,Davis Bertans,"Bertans, Davis",D. Bertans,davis-bertans,1992-11-12 00:00:00,Baskonia,Latvia,Baskonia/Latvia,6-10,225,7.0,44,Forward,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,davis_bertans,2016.0,2023.0,Y,Y,Y,2011,2,42,N
696,Travis,Best,Travis Best,"Best, Travis",T. Best,travis-best,1972-07-12 00:00:00,Georgia Tech,USA,Georgia Tech/USA,5-11,182,11.0,6,Guard,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,travis_best,1995.0,2004.0,N,Y,Y,1995,1,23,N
201976,Patrick,Beverley,Patrick Beverley,"Beverley, Patrick",P. Beverley,patrick-beverley,1988-07-12 00:00:00,Arkansas,USA,Arkansas/USA,6-2,180,11.0,21,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,patrick_beverley,2012.0,2023.0,Y,Y,Y,2009,2,42,N
1630180,Saddiq,Bey,Saddiq Bey,"Bey, Saddiq",S. Bey,saddiq-bey,1999-04-09 00:00:00,Villanova,USA,Villanova/USA,6-7,215,3.0,41,Forward,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,saddiq_bey,2020.0,2023.0,N,Y,Y,2020,1,19,N
1630189,Tyler,Bey,Tyler Bey,"Bey, Tyler",T. Bey,tyler-bey,1998-02-10 00:00:00,Colorado,USA,Colorado/USA,6-7,215,2.0,2,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,tyler_bey,2020.0,2020.0,Y,Y,Y,2020,2,36,N
204021,Sim,Bhullar,Sim Bhullar,"Bhullar, Sim",S. Bhullar,sim-bhullar,1992-12-02 00:00:00,New Mexico State,Canada,New Mexico State/Canada,7-5,360,1.0,,Center,Inactive,N,0,,,,,sim_bhullar,2014.0,2014.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76162,Henry,Bibby,Henry Bibby,"Bibby, Henry",H. Bibby,henry-bibby,1949-11-24 00:00:00,UCLA,USA,UCLA/USA,6-1,185,9.0,10-15,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_henry_bibby,1972.0,1980.0,N,Y,Y,1972,4,58,N
1710,Mike,Bibby,Mike Bibby,"Bibby, Mike",M. Bibby,mike-bibby,1978-05-13 00:00:00,Arizona,USA,Arizona/USA,6-2,195,15.0,20,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,mike_bibby,1998.0,2011.0,N,Y,Y,1998,1,2,N
76163,Ed,Biedenbach,Ed Biedenbach,"Biedenbach, Ed",E. Biedenbach,ed-biedenbach,1945-08-12 00:00:00,North Carolina State,USA,North Carolina State/USA,6-1,175,1.0,12,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_ed_biedenbach,1968.0,1968.0,N,Y,Y,1968,4,45,N
2740,Andris,Biedrins,Andris Biedrins,"Biedrins, Andris",A. Biedrins,andris-biedrins,1986-04-02 00:00:00,BK Skonto,Latvia,BK Skonto/Latvia,7-0,250,10.0,,Center,Inactive,N,0,,,,,andris_biedrins,2004.0,2013.0,N,Y,Y,2004,1,11,N
76164,Don,Bielke,Don Bielke,"Bielke, Don",D. Bielke,don-bielke,1933-01-01 00:00:00,Valparaiso,USA,Valparaiso/USA,6-7,240,1.0,18,Center,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_don_bielke,1955.0,1955.0,N,Y,Y,1954,8,67,N
76165,Bob,Bigelow,Bob Bigelow,"Bigelow, Bob",B. Bigelow,bob-bigelow,1953-12-26 00:00:00,Pennsylvania,USA,Pennsylvania/USA,6-7,215,4.0,32,Forward,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_bob_bigelow,1975.0,1978.0,N,Y,Y,1975,1,13,N
1497,Chauncey,Billups,Chauncey Billups,"Billups, Chauncey",C. Billups,chauncey-billups,1976-09-25 00:00:00,Colorado,USA,Colorado/USA,6-3,210,17.0,1,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chauncey_billups,1997.0,2013.0,N,Y,Y,1997,1,3,N
1631234,Marcus,Bingham Jr.,Marcus Bingham Jr.,"Bingham Jr., Marcus",M. Bingham Jr.,marcus-bingham-jr,2000-07-14 00:00:00,Michigan State,USA,Michigan State/USA,,,0.0,,,Inactive,N,0,,,,,marcus_bingham_jr,,,N,N,Y,Undrafted,Undrafted,Undrafted,N
76167,Joe,Binion,Joe Binion,"Binion, Joe",J. Binion,joe-binion,1961-03-26 00:00:00,North Carolina A&T,USA,North Carolina A&T/USA,6-8,235,1.0,50,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_joe_binion,1986.0,1986.0,N,Y,Y,1984,3,57,N
203920,Khem,Birch,Khem Birch,"Birch, Khem",K. Birch,khem-birch,1992-09-28 00:00:00,UNLV,Canada,UNLV/Canada,6-8,233,6.0,24,Center,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,khem_birch,2017.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1628444,Jabari,Bird,Jabari Bird,"Bird, Jabari",J. Bird,jabari-bird,1994-07-03 00:00:00,California,USA,California/USA,6-6,198,2.0,26,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,jabari_bird,2017.0,2017.0,Y,Y,Y,2017,2,56,N
76168,Jerry,Bird,Jerry Bird,"Bird, Jerry",J. Bird,jerry-bird,1935-02-02 00:00:00,Kentucky,USA,Kentucky/USA,6-6,210,1.0,7,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_jerry_bird,1958.0,1958.0,N,Y,Y,1956,,,N
1449,Larry,Bird,Larry Bird,"Bird, Larry",L. Bird,larry-bird,1956-12-07 00:00:00,Indiana State,USA,Indiana State/USA,6-9,220,13.0,33,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,larry_bird,1979.0,1991.0,N,Y,Y,1978,1,6,Y
76170,Otis,Birdsong,Otis Birdsong,"Birdsong, Otis",O. Birdsong,otis-birdsong,1955-12-09 00:00:00,Houston,USA,Houston/USA,6-3,190,12.0,12,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_otis_birdsong,1977.0,1988.0,N,Y,Y,1977,1,2,N
76171,Gale,Bishop,Gale Bishop,"Bishop, Gale",G. Bishop,gale-bishop,1922-06-04 00:00:00,Washington State,USA,Washington State/USA,6-3,195,1.0,11,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_gale_bishop,1948.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1629048,Goga,Bitadze,Goga Bitadze,"Bitadze, Goga",G. Bitadze,goga-bitadze,1999-07-20 00:00:00,Mega Basket,Georgia,Mega Basket/Georgia,6-11,250,4.0,88,Center-Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,goga_bitadze,2019.0,2023.0,Y,Y,Y,2019,1,18,N
202687,Bismack,Biyombo,Bismack Biyombo,"Biyombo, Bismack",B. Biyombo,bismack-biyombo,1992-08-28 00:00:00,Baloncesto Fuenlabrada,DRC,Baloncesto Fuenlabrada/DRC,6-8,255,12.0,18,Center,Active,N,1610612756,Suns,PHX,suns,Phoenix,bismack_biyombo,2011.0,2023.0,N,Y,Y,2011,1,7,N
202357,Nemanja,Bjelica,Nemanja Bjelica,"Bjelica, Nemanja",N. Bjelica,nemanja-bjelica,1988-05-09 00:00:00,                                   ,Serbia,Fenerbahce/Serbia,6-9,234,8.0,8,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,nemanja_bjelica,2015.0,2021.0,N,Y,Y,2010,2,35,N
76172,Uwe,Blab,Uwe Blab,"Blab, Uwe",U. Blab,uwe-blab,1962-03-26 00:00:00,Indiana,USA,Indiana/USA,7-1,252,5.0,33,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_uwe_blab,1985.0,1989.0,N,Y,Y,1985,1,17,N
76173,Charlie,Black,Charlie Black,"Black, Charlie",C. Black,charlie-black,1921-06-15 00:00:00,Kansas,USA,Kansas/USA,6-4,200,3.0,21,Forward,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_hawk_black,1948.0,1951.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76174,Norman,Black,Norman Black,"Black, Norman",N. Black,norman-black,1957-11-12 00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-5,185,1.0,,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_norman_black,1980.0,1980.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
204028,Tarik,Black,Tarik Black,"Black, Tarik",T. Black,tarik-black,1991-11-22 00:00:00,Kansas,USA,Kansas/USA,6-9,250,5.0,28,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,tarik_black,2014.0,2017.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76175,Tom,Black,Tom Black,"Black, Tom",T. Black,tom-black,1941-07-09 00:00:00,South Dakota State,USA,South Dakota State/USA,6-10,220,1.0,24,Center,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_tom_black,1970.0,1970.0,N,Y,Y,1964,9,72,N
76180,Alex,Blackwell,Alex Blackwell,"Blackwell, Alex",A. Blackwell,alex-blackwell,1970-06-27 00:00:00,Monmouth,USA,Monmouth/USA,6-6,250,1.0,30,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_alex_blackwell,1992.0,1992.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76177,Cory,Blackwell,Cory Blackwell,"Blackwell, Cory",C. Blackwell,cory-blackwell,1963-03-27 00:00:00,Wisconsin,USA,Wisconsin/USA,6-6,210,1.0,30,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_cory_blackwell,1984.0,1984.0,N,Y,Y,1984,2,28,N
1806,James,Blackwell,James Blackwell,"Blackwell, James",J. Blackwell,james-blackwell,1968-02-25 00:00:00,Dartmouth,USA,Dartmouth/USA,6-0,190,1.0,8,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,james_blackwell,1994.0,1994.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76179,Nate,Blackwell,Nate Blackwell,"Blackwell, Nate",N. Blackwell,nate-blackwell,1965-02-15 00:00:00,Temple,USA,Temple/USA,6-4,170,1.0,3,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_nate_blackwell,1987.0,1987.0,N,Y,Y,1987,2,27,N
201971,DeJuan,Blair,DeJuan Blair,"Blair, DeJuan",D. Blair,dejuan-blair,1989-04-22 00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-7,270,7.0,,Center-Forward,Inactive,N,0,,,,,dejuan_blair,2009.0,2015.0,Y,Y,Y,2009,2,37,N
2581,Steve,Blake,Steve Blake,"Blake, Steve",S. Blake,steve-blake,1980-02-26 00:00:00,Maryland,USA,Maryland/USA,6-3,172,14.0,22,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,steve_blake,2003.0,2015.0,N,Y,Y,2003,2,38,N
202392,Marqus,Blakely,Marqus Blakely,"Blakely, Marqus",M. Blakely,marqus-blakely,1988-10-22 00:00:00,Vermont,USA,Vermont/USA,6-5,225,2.0,15,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,marqus_blakely,2010.0,2010.0,Y,N,Y,Undrafted,Undrafted,Undrafted,N
1628469,Antonio,Blakeney,Antonio Blakeney,"Blakeney, Antonio",A. Blakeney,antonio-blakeney,1996-10-04 00:00:00,Louisiana State,USA,Louisiana State/USA,6-4,192,3.0,9,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,antonio_blakeney,2017.0,2018.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
200807,Will,Blalock,Will Blalock,"Blalock, Will",W. Blalock,will-blalock,1983-09-08 00:00:00,Iowa State,USA,Iowa State/USA,6-0,205,2.0,8,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,will_blalock,2006.0,2006.0,Y,Y,Y,2006,2,60,N
76182,George,Blaney,George Blaney,"Blaney, George",G. Blaney,george-blaney,1939-11-12 00:00:00,Holy Cross,USA,Holy Cross/USA,6-1,175,1.0,15,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_george_blaney,1961.0,1961.0,N,Y,Y,1961,4,33,N
76183,Lance,Blanks,Lance Blanks,"Blanks, Lance",L. Blanks,lance-blanks,1966-09-09 00:00:00,Texas-Austin,USA,Texas-Austin/USA,6-4,190,3.0,21,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_lance_blanks,1990.0,1992.0,N,Y,Y,1990,1,26,N
76184,Ricky,Blanton,Ricky Blanton,"Blanton, Ricky",R. Blanton,ricky-blanton,1966-04-21 00:00:00,Louisiana State,USA,Louisiana State/USA,6-7,215,1.0,17,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_ricky_blanton,1992.0,1992.0,N,Y,Y,1989,2,46,N
101154,Andray,Blatche,Andray Blatche,"Blatche, Andray",A. Blatche,andray-blatche,1986-08-22 00:00:00,South Kent HS (CT),USA,South Kent HS (CT)/USA,6-11,260,9.0,0,Center-Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,andray_blatche,2005.0,2013.0,Y,Y,Y,2005,2,49,N
302,Mookie,Blaylock,Mookie Blaylock,"Blaylock, Mookie",M. Blaylock,mookie-blaylock,1967-03-20 00:00:00,Oklahoma,USA,Oklahoma/USA,,,13.0,,Guard,Inactive,N,0,,,,,mookie_blaylock,1989.0,2001.0,N,Y,Y,1989,1,12,N
202339,Eric,Bledsoe,Eric Bledsoe,"Bledsoe, Eric",E. Bledsoe,eric-bledsoe,1989-12-09 00:00:00,Kentucky,USA,Kentucky/USA,6-1,214,13.0,5,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,eric_bledsoe,2010.0,2021.0,Y,Y,Y,2010,1,18,N
1629833,Keljin,Blevins,Keljin Blevins,"Blevins, Keljin",K. Blevins,keljin-blevins,1995-11-24 00:00:00,Montana State,USA,Montana State/USA,6-4,200,3.0,21,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,keljin_blevins,2020.0,2021.0,Y,Y,Y,2019,,,N
76186,Leon,Blevins,Leon Blevins,"Blevins, Leon",L. Blevins,leon-blevins,1926-06-25 00:00:00,Arizona,USA,Arizona/USA,6-2,160,1.0,,Guard,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_leon_blevins,1950.0,1950.0,N,Y,Y,1950,7,,N
76187,John,Block,John Block,"Block, John",J. Block,john-block,1944-04-16 00:00:00,Southern California,USA,Southern California/USA,6-10,207,10.0,35,Forward,Inactive,N,1610612745,Rockets,SDR,rockets,San Diego,HISTADD_john_block,1966.0,1975.0,N,Y,Y,1966,3,27,N
76188,Mike,Bloom,Mike Bloom,"Bloom, Mike",M. Bloom,mike-bloom,1915-01-14 00:00:00,Temple,USA,Temple/USA,6-6,190,2.0,11,Center,Inactive,N,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_mike_bloom,1947.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1628417,Jaron,Blossomgame,Jaron Blossomgame,"Blossomgame, Jaron",J. Blossomgame,jaron-blossomgame,1993-09-16 00:00:00,Clemson,USA,Clemson/USA,6-8,220,2.0,4,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,jaron_blossomgame,2018.0,2018.0,Y,Y,Y,2017,2,59,N
916,Corie,Blount,Corie Blount,"Blount, Corie",C. Blount,corie-blount,1969-01-04 00:00:00,Cincinnati,USA,Cincinnati/USA,6-10,242,12.0,44,Forward-Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,corie_blount,1993.0,2003.0,N,Y,Y,1993,1,25,N
1548,Mark,Blount,Mark Blount,"Blount, Mark",M. Blount,mark-blount,1975-11-30 00:00:00,Pittsburgh,USA,Pittsburgh/USA,7-0,250,10.0,15,Center-Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,mark_blount,2000.0,2008.0,N,Y,Y,1997,2,54,N
203505,Vander,Blue,Vander Blue,"Blue, Vander",V. Blue,vander-blue,1992-07-17 00:00:00,Marquette,USA,Marquette/USA,6-5,200,3.0,,Guard,Inactive,N,0,,,,,vander_blue,2013.0,2017.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1629129,Trevon,Bluiett,Trevon Bluiett,"Bluiett, Trevon",T. Bluiett,trevon-bluiett,1994-11-04 00:00:00,Xavier,USA,Xavier/USA,6-6,198,2.0,5,Guard-Forward,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,trevon_bluiett,2018.0,2018.0,Y,N,Y,2018,,,N
76189,Ray,Blume,Ray Blume,"Blume, Ray",R. Blume,ray-blume,1958-09-23 00:00:00,Oregon State,USA,Oregon State/USA,6-4,185,1.0,22,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_ray_blume,1981.0,1981.0,N,Y,Y,1981,2,36,N
76190,Nelson,Bobb,Nelson Bobb,"Bobb, Nelson",N. Bobb,nelson-bobb,1924-02-25 00:00:00,Temple,USA,Temple/USA,6-0,170,4.0,5,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_nelson_bobb,1949.0,1952.0,N,Y,Y,1949,3,,N
2800,Tony,Bobbitt,Tony Bobbitt,"Bobbitt, Tony",T. Bobbitt,tony-bobbitt,1979-10-22 00:00:00,Cincinnati,USA,Cincinnati/USA,6-4,190,2.0,,Guard,Inactive,N,0,,,,,tony_bobbitt,2004.0,2004.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76191,Arlen,Bockhorn,Arlen Bockhorn,"Bockhorn, Arlen",A. Bockhorn,arlen-bockhorn,1933-07-08 00:00:00,Dayton,USA,Dayton/USA,6-4,200,7.0,11,Guard,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_bucky_bockhorn,1958.0,1964.0,N,Y,Y,1958,3,17,N
1631205,Buddy,Boeheim,Buddy Boeheim,"Boeheim, Buddy",B. Boeheim,buddy-boeheim,1999-11-11 00:00:00,Syracuse,USA,Syracuse/USA,6-6,205,1.0,27,Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,buddy_boheim,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
2586,Keith,Bogans,Keith Bogans,"Bogans, Keith",K. Bogans,keith-bogans,1980-05-12 00:00:00,Kentucky,USA,Kentucky/USA,6-5,215,11.0,4,Guard-Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,keith_bogans,2003.0,2013.0,Y,Y,Y,2003,2,43,N
202711,Bojan,Bogdanovic,Bojan Bogdanovic,"Bogdanovic, Bojan",B. Bogdanovic,bojan-bogdanovic,1989-04-18 00:00:00,Fenerbahce,Croatia,Fenerbahce/Croatia,6-7,226,9.0,44,Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,bojan_bogdanovic,2014.0,2023.0,N,Y,Y,2011,2,31,N
177,Muggsy,Bogues,Muggsy Bogues,"Bogues, Muggsy",M. Bogues,muggsy-bogues,1965-01-09 00:00:00,Wake Forest,USA,Wake Forest/USA,,,14.0,,Guard,Inactive,N,0,,,,,muggsy_bogues,1987.0,2000.0,N,Y,Y,1987,1,12,N
101106,Andrew,Bogut,Andrew Bogut,"Bogut, Andrew",A. Bogut,andrew-bogut,1984-11-28 00:00:00,Utah,Australia,Utah/Australia,7-0,260,15.0,12,Center,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,andrew_bogut,2005.0,2018.0,N,Y,Y,2005,1,1,N
1564,Etdrick,Bohannon,Etdrick Bohannon,"Bohannon, Etdrick",E. Bohannon,etdrick-bohannon,1973-05-29 00:00:00,Auburn-Montgomery,USA,Auburn-Montgomery/USA,,,4.0,,Forward,Inactive,N,0,,,,,etdrick_bohannon,1997.0,2000.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1629626,Bol,Bol,Bol Bol,"Bol, Bol",B. Bol,bol-bol,1999-11-16 00:00:00,Oregon,Sudan,Oregon/Sudan,7-2,220,4.0,10,Center-Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,bol_bol,2019.0,2023.0,Y,Y,Y,2019,2,44,N
76195,Manute,Bol,Manute Bol,"Bol, Manute",M. Bol,manute-bol,1962-10-16 00:00:00,Bridgeport,USA,Bridgeport/USA,7-6,200,10.0,1,Center,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_manute_bol,1985.0,1994.0,N,Y,Y,1985,2,31,N
1628413,Jonah,Bolden,Jonah Bolden,"Bolden, Jonah",J. Bolden,jonah-bolden,1996-01-02 00:00:00,UCLA,Australia,UCLA/Australia,6-8,225,2.0,,Forward,Inactive,N,0,,,,,jonah_bolden,2018.0,2019.0,Y,Y,Y,2017,2,36,N
1629716,Marques,Bolden,Marques Bolden,"Bolden, Marques",M. Bolden,marques-bolden,1998-04-17 00:00:00,Duke,USA,Duke/USA,6-10,249,3.0,,Center,Inactive,N,0,,,,,marques_bolden,2019.0,2020.0,Y,Y,Y,2019,,,N
